31,"I",372704,10013039824,"1110O000055251","MANN EGERTON VOLKSWAGON","",2005-07-07,,2010-11-11,2005-07-07
23,"I",372760,10013047614,"1110X700055607","osgb1000012338392",3,"7666MT",2006-04-05,,2012-04-03,2006-04-05
23,"I",372761,10013047614,"1110X900055607","osgb1000002274391166",11,"7666MA",2006-04-05,,2012-04-03,2006-04-05
24,"I",372762,10013047614,"1110L000157512","ENG",1,2006-04-05,,2008-04-16,2006-04-05,1,"",,"","",,"",,"","SHAPTOR HOUSE",14200089,"1","","","Y"
28,"I",372763,10013047614,10013045825,8755710,"","","FLAT 1","SHAPTOR HOUSE",,"RESIDENTIAL VILLAGE","BOVEMOORS LANE","","","EXETER","EX2 5DS","S","","","","","","",2014-04-22,2006-04-05,,2012-04-03,2006-04-05
32,"I",372764,10013047614,"1110C000055607","RD06","AddressBase Premium Classification Scheme",1.0,2006-04-05,,2012-04-03,2006-04-05
21,"I",372765,10013047678,1,2,2011-07-12,10013041464,291769.00,092441.00,1,1110,2006-04-05,,2013-02-11,2006-04-05,"S","EX4 3BL",0
23,"I",372766,10013047678,"1110X014163688","295484182",,"7666VC",2006-04-05,,2011-07-12,2006-04-05
23,"I",372767,10013047678,"1110X600055671","osgb4000000025320943",5,"7666MI",2014-04-04,,2014-05-20,2014-04-04
23,"I",372768,10013047678,"1110X700055671","osgb1000002070801879",6,"7666MT",2014-04-04,,2014-05-20,2014-04-04
23,"I",372769,10013047678,"1110X900055671","osgb1000002274465759",10,"7666MA",2014-04-04,,2014-05-20,2014-04-04
24,"I",372770,10013047678,"1110L000157423","ENG",1,2006-04-05,,2007-07-18,2006-04-05,,"",,"","SHAPLANDS HOUSE",,"",,"","MINT COURT",14202192,"1","","",""
28,"I",372771,10013047678,10013041464,28610488,"","","","8 MINT COURT",,"","THE MINT","","","EXETER","EX4 3BL","S","","","","","","",2014-04-22,2014-04-04,,2014-05-20,2014-04-04
32,"I",372772,10013047678,"1110C000055671","RD","AddressBase Premium Classification Scheme",1.0,2006-04-05,,2014-04-04,2006-04-05
21,"I",372773,10013047433,1,2,2007-07-19,,290309.22,093718.98,1,1110,2006-04-05,,2013-02-11,2006-04-05,"S","EX4 2PU",0
23,"I",372774,10013047433,"1110X014162666","3773628000",,"7666VC",2006-04-05,,2010-06-14,2006-04-05
23,"I",372775,10013047433,"1110X600055681","osgb4000000025384244",5,"7666MI",2006-04-05,,2010-06-14,2006-04-05
23,"I",372776,10013047433,"1110X700055681","osgb1000002070496149",2,"7666MT",2006-04-05,,2010-06-14,2006-04-05
23,"I",372777,10013047433,"1110X900055681","osgb1000002274458156",5,"7666MA",2006-04-05,,2010-06-14,2006-04-05
24,"I",372778,10013047433,"1110L000157528","ENG",1,2006-04-05,,2010-06-14,2006-04-05,,"",,"","",8,"",,"","",14202822,"1","","",""
28,"I",372779,10013047433,,27800540,"","","","",8,"","CLOVER AVENUE","","","EXETER","EX4 2PU","S","","","","","","",2014-04-22,2006-04-05,,2010-06-14,2006-04-05
32,"I",372780,10013047433,"1110C000055681","RD","AddressBase Premium Classification Scheme",1.0,2006-04-05,,2010-06-14,2006-04-05
21,"I",372781,10013049957,1,2,2013-08-12,10013050557,291721.00,092310.00,1,1110,2006-10-12,,2013-08-12,2006-10-12,"C","EX4 3JQ",0
23,"I",372782,10013049957,"1110X014114781","6020087000",,"7666VC",2006-10-12,,2012-04-03,2006-10-12
24,"I",372783,10013049957,"1110L000159790","ENG",1,2006-10-12,,2008-10-21,2006-10-12,,"",,"","FLAT 11",126,"A",,"","",14200309,"1","","","Y"
32,"I",372784,10013049957,"1110C000055745","RD06","AddressBase Premium Classification Scheme",1.0,2006-10-12,,2012-04-03,2006-10-12
21,"I",372785,10013049963,1,2,2010-11-12,,292806.00,092646.00,1,1110,2006-12-04,,2013-02-11,2006-12-04,"S","EX1 1SR",0
23,"I",372786,10013049963,"1110X014210420","5043932000",,"7666VN",2006-12-04,,2010-11-12,2006-12-04
23,"I",372787,10013049963,"1110X600055751","osgb4000000025306067",6,"7666MI",2006-12-04,,2010-11-12,2006-12-04
23,"I",372788,10013049963,"1110X700055751","osgb1000012317131",3,"7666MT",2006-12-04,,2010-11-12,2006-12-04
23,"I",372789,10013049963,"1110X900055751","osgb1000002274472741",9,"7666MA",2006-12-04,,2010-11-12,2006-12-04
24,"I",372790,10013049963,"1110L000159796","ENG",1,2006-12-04,,2010-11-12,2006-12-04,,"",,"","",10,"A",,"","",14200052,"1","","",""
28,"I",372791,10013049963,,8743127,"DENTAL SURGERY","","","10A",,"","BARNFIELD HILL","","","EXETER","EX1 1SR","S","","","","","","",2014-04-22,2006-12-04,,2010-11-12,2006-12-04
31,"I",372792,10013049963,"1110O000055751","BARNFIELD DENTAL STUDIO","",2006-12-04,,2010-11-12,2006-12-04
32,"I",372793,10013049963,"1110C000055751","CM01","AddressBase Premium Classification Scheme",1.0,2006-12-04,,2010-11-12,2006-12-04
21,"I",372794,10013050049,1,2,2010-03-11,10023118571,290148.00,093222.00,1,1110,2007-01-09,,2013-02-11,2007-01-09,"S","EX4 2AR",0
23,"I",372795,10013050049,"1110X014213327","5094512000",,"7666VC",2007-01-09,,2010-03-11,2007-01-09
23,"I",372796,10013050049,"1110X600055837","osgb4000000025305995",6,"7666MI",2007-01-09,,2010-03-11,2007-01-09
23,"I",372797,10013050049,"1110X700055837","osgb1000012259067",8,"7666MT",2007-01-09,,2010-03-11,2007-01-09
23,"I",372798,10013050049,"1110X900055837","osgb1000002274475538",6,"7666MA",2007-01-09,,2010-03-11,2007-01-09
24,"I",372799,10013050049,"1110L000159882","ENG",1,2007-01-09,,2010-03-11,2007-01-09,4,"",,"","",,"",,"","CLEVE COURT",14201711,"1","","","Y"
28,"I",372800,10013050049,10023118571,28762765,"","","","4 CLEVE COURT",,"","CLEVE LANE","","","EXETER","EX4 2AR","S","","","","","","",2014-04-22,2007-01-09,,2010-03-11,2007-01-09
32,"I",372801,10013050049,"1110C000055837","RD","AddressBase Premium Classification Scheme",1.0,2007-01-09,,2010-03-11,2007-01-09
21,"I",372802,10013050053,1,,,10013050052,291720.00,091678.00,1,1110,2007-01-09,,2013-02-11,2007-01-09,"S","EX2 8EZ",0
23,"I",372803,10013050053,"1110X014223318","5294679000",,"7666VC",2007-01-09,,2007-07-19,2007-01-09
23,"I",372804,10013050053,"1110X600055841","osgb4000000025429995",2,"7666MI",2007-01-09,,2007-07-19,2007-01-09
23,"I",372805,10013050053,"1110X700055841","osgb1000002070801872",2,"7666MT",2007-01-09,,2007-07-19,2007-01-09
23,"I",372806,10013050053,"1110X900055841","osgb1000002274473997",6,"7666MA",2007-01-09,,2007-07-19,2007-01-09
24,"I",372807,10013050053,"1110L000159886","ENG",1,2007-01-09,,2007-07-18,2007-01-09,1,"",,"","",,"",,"","BREWERS COURT",14200930,"1","","",""
28,"I",372808,10013050053,10013050052,50242105,"","","FLAT 1","BREWERS COURT",,"","WILLEYS AVENUE","","","EXETER","EX2 8EZ","S","","","","","","",2014-04-22,2007-01-09,,2007-07-19,2007-01-09
32,"I",372809,10013050053,"1110C000055841","RD","AddressBase Premium Classification Scheme",1.0,2007-01-09,,2007-07-19,2007-01-09
21,"I",372810,10023115697,1,,,,294297.00,094832.00,4,1110,2007-07-20,,2013-02-11,2007-07-20,"N","EX4 9DT",0
24,"I",372811,10023115697,"1110L000162078","ENG",1,2007-07-20,,2007-10-01,2007-07-20,,"",,"","",,"",,"","STREET RECORD",14200209,"1","","",""
32,"I",372812,10023115697,"1110C000055883","PS","AddressBase Premium Classification Scheme",1.0,2007-07-20,,2007-07-20,2007-07-20
21,"I",372813,10023115706,1,,,,290130.00,091387.00,4,1110,2007-07-20,,2013-02-11,2007-07-20,"N","EX4 1TA",0
24,"I",372814,10023115706,"1110L000162087","ENG",1,2007-07-20,,2007-10-01,2007-07-20,,"",,"","",,"",,"","STREET RECORD",14200252,"1","","",""
32,"I",372815,10023115706,"1110C000055892","PS","AddressBase Premium Classification Scheme",1.0,2007-07-20,,2007-07-20,2007-07-20
21,"I",372816,10023115721,1,,,,292283.00,092188.00,4,1110,2007-07-20,,2013-02-11,2007-07-20,"N","EX2 4JR",0
24,"I",372817,10023115721,"1110L000162102","ENG",1,2007-07-20,,2007-10-01,2007-07-20,,"",,"","",,"",,"","STREET RECORD",14200343,"1","","",""
32,"I",372818,10023115721,"1110C000055907","PS","AddressBase Premium Classification Scheme",1.0,2007-07-20,,2007-07-20,2007-07-20
21,"I",372819,10023115779,1,,,,291947.00,092810.00,4,1110,2007-07-20,,2013-02-11,2007-07-20,"N","EX4 3RX",0
24,"I",372820,10023115779,"1110L000162160","ENG",1,2007-07-20,,2007-10-01,2007-07-20,,"",,"","",,"",,"","STREET RECORD",14200631,"1","","",""
32,"I",372821,10023115779,"1110C000055964","PS","AddressBase Premium Classification Scheme",1.0,2007-07-20,,2007-07-20,2007-07-20
21,"I",372822,100040239204,1,2,2011-07-12,,292222.00,093384.00,1,1110,2001-04-04,,2013-02-11,2001-04-06,"S","EX4 4NL",0
23,"I",372823,100040239204,"1110X014155670","38588182",,"7666VC",2001-04-04,,2011-07-12,2001-04-06
23,"I",372824,100040239204,"1110X600055997","osgb4000000025321294",3,"7666MI",2001-04-04,,2011-07-12,2001-04-06
23,"I",372825,100040239204,"1110X700055997","osgb1000012324441",3,"7666MT",2001-04-04,,2011-07-12,2001-04-06
23,"I",372826,100040239204,"1110X900055997","osgb1000002274382610",4,"7666MA",2001-04-04,,2011-07-12,2001-04-06
24,"I",372827,100040239204,"1110L000124917","ENG",1,2005-06-26,,2006-02-19,2005-06-26,,"",,"","",18,"",,"","",14200895,"1","","","N"
28,"I",372828,100040239204,,8783103,"","","","",18,"","WAVERLEY AVENUE","","","EXETER","EX4 4NL","S","","","","","","",2014-04-22,2001-04-04,,2011-07-12,2001-04-06
32,"I",372829,100040239204,"1110C000055997","RD","AddressBase Premium Classification Scheme",1.0,2001-04-04,,2011-07-12,2001-04-06
21,"I",372830,100040239235,1,2,2011-07-12,,292811.00,091990.00,1,1110,2001-04-04,,2013-02-11,2001-04-06,"S","EX2 4PR",0
23,"I",372831,100040239235,"1110X014164936","38641182",,"7666VC",2001-04-04,,2011-07-12,2001-04-06
23,"I",372832,100040239235,"1110X600056028","osgb4000000025447659",1,"7666MI",2001-04-04,,2011-07-12,2001-04-06
23,"I",372833,100040239235,"1110X700056028","osgb1000012315511",4,"7666MT",2001-04-04,,2011-07-12,2001-04-06
23,"I",372834,100040239235,"1110X900056028","osgb1000002274376177",5,"7666MA",2001-04-04,,2011-07-12,2001-04-06
24,"I",372835,100040239235,"1110L000124896","ENG",1,2005-06-26,,2006-02-19,2005-06-26,,"",,"","",7,"",,"","",14200896,"1","","","N"
28,"I",372836,100040239235,,8753953,"","","","",7,"","WAYLAND AVENUE","","","EXETER","EX2 4PR","S","","","","","","",2014-04-22,2001-04-04,,2011-07-12,2001-04-06
32,"I",372837,100040239235,"1110C000056028","RD","AddressBase Premium Classification Scheme",1.0,2001-04-04,,2011-07-12,2001-04-06
21,"I",372838,100040239240,1,2,2011-07-12,,292775.00,091993.00,1,1110,2001-04-04,,2013-02-11,2001-04-06,"S","EX2 4PR",0
23,"I",372839,100040239240,"1110X014164930","38631182",,"7666VC",2001-04-04,,2011-07-12,2001-04-06
23,"I",372840,100040239240,"1110X600056033","osgb4000000025447631",1,"7666MI",2001-04-04,,2011-07-12,2001-04-06
23,"I",372841,100040239240,"1110X700056033","osgb1000012315506",4,"7666MT",2001-04-04,,2011-07-12,2001-04-06
23,"I",372842,100040239240,"1110X900056033","osgb1000002274376172",5,"7666MA",2001-04-04,,2011-07-12,2001-04-06
24,"I",372843,100040239240,"1110L000124901","ENG",1,2005-06-26,,2006-02-19,2005-06-26,,"",,"","",12,"",,"","",14200896,"1","","","N"
28,"I",372844,100040239240,,8753942,"","","","",12,"","WAYLAND AVENUE","","","EXETER","EX2 4PR","S","","","","","","",2014-04-22,2001-04-04,,2011-07-12,2001-04-06
32,"I",372845,100040239240,"1110C000056033","RD","AddressBase Premium Classification Scheme",1.0,2001-04-04,,2011-07-12,2001-04-06
21,"I",372846,100040239255,1,2,2011-07-12,,294662.00,093082.00,1,1110,2001-04-04,,2013-02-11,2001-04-06,"S","EX1 3LF",0
23,"I",372847,100040239255,"1110X014164881","38694182",,"7666VC",2001-04-04,,2011-07-12,2001-04-06
23,"I",372848,100040239255,"1110X600056048","osgb4000000025346367",4,"7666MI",2001-04-04,,2011-07-12,2001-04-06
23,"I",372849,100040239255,"1110X700056048","osgb1000012367750",2,"7666MT",2001-04-04,,2011-07-12,2001-04-06
23,"I",372850,100040239255,"1110X900056048","osgb1000002274408890",5,"7666MA",2001-04-04,,2011-07-12,2001-04-06
24,"I",372851,100040239255,"1110L000114430","ENG",1,2001-04-04,,2007-07-18,2002-04-22,,"",,"","",7,"A",,"","",14200897,"1","","",""
28,"I",372852,100040239255,,8749572,"","","","7A",,"","WAYSIDE CRESCENT","","","EXETER","EX1 3LF","S","","","","","","",2014-04-22,2001-04-04,,2011-07-12,2001-04-06
32,"I",372853,100040239255,"1110C000056048","RD","AddressBase Premium Classification Scheme",1.0,2001-04-04,,2011-07-12,2001-04-06
21,"I",372854,100040241525,1,2,2011-07-12,,294662.00,091843.00,1,1110,2001-04-04,,2013-02-11,2001-04-06,"S","EX2 5JY",0
23,"I",372855,100040241525,"1110X014203743","40850182",,"7666VC",2001-04-04,,2011-07-12,2001-04-06
23,"I",372856,100040241525,"1110X600056183","osgb4000000025306287",8,"7666MI",2001-04-04,,2011-07-12,2001-04-06
23,"I",372857,100040241525,"1110X700056183","osgb1000012360172",3,"7666MT",2001-04-04,,2011-07-12,2001-04-06
23,"I",372858,100040241525,"1110X900056183","osgb1000002274404355",7,"7666MA",2001-04-04,,2011-07-12,2001-04-06
24,"I",372859,100040241525,"1110L000123376","ENG",1,2005-06-26,,2006-02-19,2005-06-26,,"",,"","",34,"",,"","",14201179,"1","","","N"
28,"I",372860,100040241525,,8756694,"","","","",34,"","WOODWATER LANE","","","EXETER","EX2 5JY","S","","","","","","",2014-04-22,2001-04-04,,2011-07-12,2001-04-06
32,"I",372861,100040241525,"1110C000056183","RD","AddressBase Premium Classification Scheme",1.0,2001-04-04,,2011-07-12,2001-04-06
21,"I",372862,100040241571,1,2,2011-07-12,,294720.00,091896.00,1,1110,2001-04-04,,2013-02-11,2001-04-06,"S","EX2 5JY",0
23,"I",372863,100040241571,"1110X014203723","40921182",,"7666VC",2001-04-04,,2011-07-12,2001-04-06
23,"I",372864,100040241571,"1110X600056229","osgb4000000025447635",1,"7666MI",2001-04-04,,2011-07-12,2001-04-06
23,"I",372865,100040241571,"1110X700056229","osgb1000012360027",4,"7666MT",2001-04-04,,2011-07-12,2001-04-06
23,"I",372866,100040241571,"1110X900056229","osgb1000002274404344",7,"7666MA",2001-04-04,,2011-07-12,2001-04-06
24,"I",372867,100040241571,"1110L000123455","ENG",1,2005-06-26,,2006-02-19,2005-06-26,,"",,"","",61,"",,"","",14201179,"1","","","N"
28,"I",372868,100040241571,,8756740,"","","","",61,"","WOODWATER LANE","","","EXETER","EX2 5JY","S","","","","","","",2014-04-22,2001-04-04,,2011-07-12,2001-04-06
32,"I",372869,100040241571,"1110C000056229","RD","AddressBase Premium Classification Scheme",1.0,2001-04-04,,2011-07-12,2001-04-06
21,"I",372870,100041124286,1,2,2011-07-12,100041225732,291785.00,092251.00,1,1110,2001-04-04,,2013-02-11,2001-04-06,"C","EX1 1BB",0
23,"I",372871,100041124286,"1110X014136343","299241182",,"7666VC",2001-04-04,,2011-07-12,2001-04-06
24,"I",372872,100041124286,"1110L000141081","ENG",1,2005-06-26,,2006-02-19,2005-06-26,,"",,"","FLAT 6",,"",,"","WESTGATE COURT",14200910,"1","","","N"
32,"I",372873,100041124286,"1110C000056270","R","AddressBase Premium Classification Scheme",1.0,2001-04-04,,2011-07-12,2001-04-06
21,"I",372874,100041124347,1,,,,292700.00,092700.00,1,1110,2001-04-04,,2013-02-11,2001-04-06,"S","EX1 1SL",0
23,"I",372875,100041124347,"1110X041532513","6153258000",,"7666VN",2014-01-16,,2014-02-23,2014-01-16
24,"I",372876,100041124347,"1110L000115750","ENG",1,2001-04-04,,2013-11-21,2002-04-22,,"",,"","",,"",,"","ST LUKES CAMPUS",14200380,"1","","",""
32,"I",372877,100041124347,"1110C000056307","UC","AddressBase Premium Classification Scheme",1.0,2001-04-04,,2007-07-19,2001-04-06
21,"I",372878,100041124433,1,2,2011-07-12,,293269.00,092653.00,1,1110,2001-04-04,,2013-02-11,2001-04-06,"S","EX1 2NJ",0
23,"I",372879,100041124433,"1110X014153479","5610801000",,"7666VC",2001-04-04,,2011-07-12,2001-04-06
23,"I",372880,100041124433,"1110X600056381","osgb4000000025306148",4,"7666MI",2001-04-04,,2011-07-12,2001-04-06
23,"I",372881,100041124433,"1110X700056381","osgb1000012342012",2,"7666MT",2001-04-04,,2011-07-12,2001-04-06
23,"I",372882,100041124433,"1110X900056381","osgb1000002274393418",5,"7666MA",2001-04-04,,2011-07-12,2001-04-06
24,"I",372883,100041124433,"1110L000124339","ENG",1,2005-06-26,,2006-02-19,2005-06-26,,"",,"","",5,"",,"","",14200351,"1","","","N"
28,"I",372884,100041124433,,8744959,"","","","",5,"","GRENDON ROAD","","","EXETER","EX1 2NJ","S","","","","","","",2014-04-22,2001-04-04,,2011-07-12,2001-04-06
32,"I",372885,100041124433,"1110C000056381","RD","AddressBase Premium Classification Scheme",1.0,2001-04-04,,2011-07-12,2001-04-06
21,"I",372886,100041133284,1,2,2011-07-12,100040200610,291647.00,091852.00,1,1110,2001-04-04,,2013-02-11,2001-04-06,"C","EX2 8AT",0
24,"I",372887,100041133284,"1110L000116669","ENG",1,2001-04-04,,2007-07-18,2002-04-22,,"",,"","FLAT 4",,"",,"","WYLIE HOUSE",14200021,"1","","",""
32,"I",372888,100041133284,"1110C000056443","R","AddressBase Premium Classification Scheme",1.0,2001-04-04,,2014-05-20,2001-04-06
21,"I",372889,100041143777,1,2,2008-07-03,100041225798,293259.08,093409.28,1,1110,2001-04-04,,2013-02-11,2001-04-06,"S","EX4 7HQ",0
23,"I",372890,100041143777,"1110X014106304","28124182",,"7666VC",2001-04-04,,2012-04-03,2001-04-06
23,"I",372891,100041143777,"1110X600056534","osgb4000000025306129",4,"7666MI",2001-04-04,,2012-04-03,2001-04-06
23,"I",372892,100041143777,"1110X700056534","osgb1000012348580",4,"7666MT",2001-04-04,,2012-04-03,2001-04-06
23,"I",372893,100041143777,"1110X900056534","osgb1000002274397263",7,"7666MA",2001-04-04,,2012-04-03,2001-04-06
24,"I",372894,100041143777,"1110L000118058","ENG",1,2001-04-04,,2008-07-03,2002-04-22,3,"",,"","",,"",,"","WATERMORE COURT",14201114,"1","","","N"
28,"I",372895,100041143777,100041225798,8789958,"","","","3 WATERMORE COURT",,"","PINHOE ROAD","","","EXETER","EX4 7HQ","S","","","","","","",2014-04-22,2001-04-04,,2012-04-03,2001-04-06
32,"I",372896,100041143777,"1110C000056534","RD06","AddressBase Premium Classification Scheme",1.0,2001-04-04,,2012-04-03,2001-04-06
21,"I",372897,100041143863,1,,,100041225438,293188.00,093534.00,1,1110,2001-04-04,,2013-02-11,2001-04-06,"S","EX4 7AD",0
23,"I",372898,100041143863,"1110X600056570","osgb4000000025321308",3,"7666MI",2001-04-04,,2007-07-19,2001-04-06
23,"I",372899,100041143863,"1110X700056570","osgb1000012345177",4,"7666MT",2001-04-04,,2007-07-19,2001-04-06
23,"I",372900,100041143863,"1110X900056570","osgb1000002274395358",5,"7666MA",2001-04-04,,2007-07-19,2001-04-06
24,"I",372901,100041143863,"1110L000143937","ENG",1,2005-06-26,,2006-02-19,2005-06-26,,"",,"","ROOM 5",16,"",,"","",14200570,"1","","","N"
28,"I",372902,100041143863,100041225438,8788507,"","","ROOM 5","",16,"","MOUNT PLEASANT ROAD","","","EXETER","EX4 7AD","S","","","","","","",2014-04-22,2001-04-04,,2007-07-19,2001-04-06
